rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason,existing_bgm_id,existing_title
161,The Titan of Time,Hades II,Hades II,175,228525,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 318（The Titan of Time）と同一logical game・同一または公式対応タイトル,318,The Titan of Time
162,World is Mine,Hatsune Miku: Project DIVA,Hatsune Miku: Project Diva,181,11754,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 319（World is Mine）と同一logical game・同一または公式対応タイトル,319,World is Mine
163,戦闘！スター団,ポケットモンスター スカーレット・バイオレット,ポケットモンスター スカーレット・バイオレット,92,191930|191931,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 320（戦闘！スター団）と同一logical game・同一または公式対応タイトル,320,戦闘！スター団
165,Ornstein & Smough,Dark Souls,Dark Souls,130,2155,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 321（Ornstein & Smough）と同一logical game・同一または公式対応タイトル,321,Ornstein & Smough
166,Blockade,Ace Combat 04: Shattered Skies,Ace Combat 04: Shattered Skies,103,9763,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 322（Blockade）と同一logical game・同一または公式対応タイトル,322,Blockade
169,時の海を越えて,ポケモン不思議のダンジョン 時の探検隊・闇の探検隊,ポケモン不思議のダンジョン 時の探検隊・闇の探検隊,91,2322|2321,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 323（時の海を越えて）と同一logical game・同一または公式対応タイトル,323,時の海を越えて
170,Calling,The World Ends with You,The World Ends with You,286,1343,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 324（Calling）と同一logical game・同一または公式対応タイトル,324,Calling
171,Abyss Watchers,Dark Souls III,Dark Souls III,132,11133,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 325（Abyss Watchers）と同一logical game・同一または公式対応タイトル,325,Abyss Watchers
172,First Flight,Ace Combat 5: The Unsung War,Ace Combat 5: The Unsung War,104,14753,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 326（First Flight）と同一logical game・同一または公式対応タイトル,326,First Flight
173,"Naru, Embracing the Light",Ori and the Blind Forest,Ori and the Blind Forest,227,7344,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,"既存BGM ID 327（Naru, Embracing the Light）と同一logical game・同一または公式対応タイトル",327,"Naru, Embracing the Light"
174,Childe Boss Theme (Rapture of the Chaos),Genshin Impact,Genshin Impact,166,119277,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 328（Childe Boss Theme (Rapture of the Chaos)）と同一logical game・同一または公式対応タイトル,328,Childe Boss Theme (Rapture of the Chaos)
175,シオカラ節,Splatoon,Splatoon,258,7335,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 329（シオカラ節）と同一logical game・同一または公式対応タイトル,329,シオカラ節
177,Cleric Beast,Bloodborne,Bloodborne,122,7334,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 330（Cleric Beast）と同一logical game・同一または公式対応タイトル,330,Cleric Beast
178,Mayhem,Ace Combat Zero: The Belkan War,Ace Combat Zero: The Belkan War,106,14754,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 331（Mayhem）と同一logical game・同一または公式対応タイトル,331,Mayhem
179,Shriek and Ori,Ori and the Will of the Wisps,Ori and the Will of the Wisps,228,37001,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 332（Shriek and Ori）と同一logical game・同一または公式対応タイトル,332,Shriek and Ori
180,Nevermore,Honkai: Star Rail,Honkai Star Rail,7,178282,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,既存BGM ID 333（Nevermore）と同一logical game・同一または公式対応タイトル,333,Nevermore
181,フライ・オクト・フライ,Splatoon 2,Splatoon 2,259,26761,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 334（フライ・オクト・フライ）と同一logical game・同一または公式対応タイトル,334,フライ・オクト・フライ
182,七英雄バトル,Romancing SaGa 2,Romancing SaGa 2,246,11312,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 335（七英雄バトル）と同一logical game・同一または公式対応タイトル,335,七英雄バトル
183,Genichiro Ashina,Sekiro: Shadows Die Twice,Sekiro: Shadows Die Twice,248,76882,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 336（葦名弦一郎）と同一logical game・同一または公式対応タイトル,336,葦名弦一郎
184,Mimic,Ace Combat 7: Skies Unknown,Ace Combat 7: Skies Unknown,105,14758,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 337（Mimic）と同一logical game・同一または公式対応タイトル,337,Mimic
185,Fall (The Smell of Mushroom),Stardew Valley,Stardew Valley,261,17000,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 338（Fall (The Smell of Mushroom)）と同一logical game・同一または公式対応タイトル,338,Fall (The Smell of Mushroom)
186,Anarchy Rainbow,Splatoon 3,Splatoon 3,260,143613,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 339（Anarchy Rainbow）と同一logical game・同一または公式対応タイトル,339,Anarchy Rainbow
188,Main Theme,Elden Ring,Elden Ring,144,119133,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 340（Main Theme）と同一logical game・同一または公式対応タイトル,340,Main Theme
189,The Man Who Burned It All,Armored Core VI: Fires of Rubicon,Armored Core VI: Fires of Rubicon,111,228542,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,既存BGM ID 341（The Man Who Burned It All）と同一logical game・同一または公式対応タイトル,341,The Man Who Burned It All
190,Boss 1,Terraria,Terraria,271,1879,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 342（Boss 1）と同一logical game・同一または公式対応タイトル,342,Boss 1
191,Opening,Super Smash Bros. Melee,Super Smash Bros. Melee,265,1627,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 343（Opening）と同一logical game・同一または公式対応タイトル,343,Opening
192,Burn My Dread,Persona 3,Persona 3,229,9577,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 344（Burn My Dread）と同一logical game・同一または公式対応タイトル,344,Burn My Dread
193,Divine Beast Dancing Lion,Elden Ring: Shadow of the Erdtree,Elden Ring: Shadow of the Erdtree,145,240009,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 345（Divine Beast Dancing Lion）と同一logical game・同一または公式対応タイトル,345,Divine Beast Dancing Lion
195,Living Mice,Minecraft: Java Edition,Minecraft: Java Edition,210,121,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 346（Living Mice）と同一logical game・同一または公式対応タイトル,346,Living Mice
197,Full Moon Full Life,Persona 3 Reload,Persona 3 Reload,230,252647,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2024/,既存BGM ID 347（Full Moon Full Life）と同一logical game・同一または公式対応タイトル,347,Full Moon Full Life
198,A Stranger I Remain,Metal Gear Rising: Revengeance,Metal Gear Rising: Revengeance,204,378,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 348（A Stranger I Remain）と同一logical game・同一または公式対応タイトル,348,A Stranger I Remain
199,Can't Say Goodbye to Yesterday,Metal Gear Solid 2: Sons of Liberty,Metal Gear Solid 2: Sons of Liberty,205,376,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 349（Can't Say Goodbye to Yesterday）と同一logical game・同一または公式対応タイトル,349,Can't Say Goodbye to Yesterday
200,Otherside,Minecraft,Minecraft,209,135400,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 350（Otherside）と同一logical game・同一または公式対応タイトル,350,Otherside
201,Don't Speak Her Name!,Fire Emblem Awakening,Fire Emblem Awakening,158,1443,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 351（貴様らが…姉さんの言葉を語るな！）と同一logical game・同一または公式対応タイトル,351,貴様らが…姉さんの言葉を語るな！
202,"Heartbeat, Heartbreak",Persona 4,Persona 4,231,9600,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,"既存BGM ID 352（Heartbeat, Heartbreak）と同一logical game・同一または公式対応タイトル",352,"Heartbeat, Heartbreak"
204,Battle in the Base,Metal Gear Solid 3: Snake Eater,Metal Gear Solid 3: Snake Eater,206,379,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 353（Battle in the Base）と同一logical game・同一または公式対応タイトル,353,Battle in the Base
205,ORDER,ULTRAKILL,Ultrakill,288,124333,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 354（ORDER）と同一logical game・同一または公式対応タイトル,354,ORDER
206,Lost in Thoughts All Alone,Fire Emblem Fates,Fire Emblem Fates: Special Edition,160,10229,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 355（if～ひとり思う～）と同一logical game・同一または公式対応タイトル,355,if～ひとり思う～
207,Last Surprise,Persona 5,Persona 5,232,9927,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 356（Last Surprise）と同一logical game・同一または公式対応タイトル,356,Last Surprise
208,Flooded Commercial Sector,Stellar Blade,Stellar Blade,262,117170,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 357（Flooded Commercial Sector）と同一logical game・同一または公式対応タイトル,357,Flooded Commercial Sector
209,Not Tomorrow,Silent Hill,Silent Hill f,253,222343,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 358（Not Tomorrow）と同一logical game・同一または公式対応タイトル,358,Not Tomorrow
210,Final Duet,OMORI,Omori,226,26673,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 359（Final Duet）と同一logical game・同一または公式対応タイトル,359,Final Duet
211,God-Shattering Star,Fire Emblem: Three Houses,Fire Emblem: Three Houses,165,26845,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 115（この世界の頂で）と同一logical game・同一または公式対応タイトル,115,この世界の頂で
212,I Believe,Persona 5 Royal,Persona 5 Royal,233,114283,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 361（I Believe）と同一logical game・同一または公式対応タイトル,361,I Believe
215,Science Is Fun,Portal 2,Portal 2,239,72,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 362（Science Is Fun）と同一logical game・同一または公式対応タイトル,362,Science Is Fun
217,Battle Theme,Metaphor: ReFantazio,Metaphor: ReFantazio,208,26602,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 363（Battle Theme）と同一logical game・同一または公式対応タイトル,363,Battle Theme
218,Ceadeus Battle,Monster Hunter 3,Monster Hunter Tri,217,2268,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 364（月震／ナバルデウス）と同一logical game・同一または公式対応タイトル,364,月震／ナバルデウス
219,Spear of Justice,Undertale,Undertale,289,12517,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 365（Spear of Justice）と同一logical game・同一または公式対応タイトル,365,Spear of Justice
220,Forest Interlude,Donkey Kong Country 2: Diddy's Kong Quest,Donkey Kong Country 2: Diddy's Kong Quest,138,1092,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 366（Forest Interlude）と同一logical game・同一または公式対応タイトル,366,Forest Interlude
221,Sunshine Coastline,Ys VIII: Lacrimosa of Dana,Ys VIII: Lacrimosa of Dana,301,27304,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 367（Sunshine Coastline）と同一logical game・同一または公式対応タイトル,367,Sunshine Coastline
222,Silver-Winged Star / Valstrax,Monster Hunter Generations Ultimate,Monster Hunter Generations Ultimate,214,25623,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 368（銀翼の凶星／バルファルク）と同一logical game・同一または公式対応タイトル,368,銀翼の凶星／バルファルク
223,Mute City,F-Zero,F-Zero,146,3490,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 369（Mute City）と同一logical game・同一または公式対応タイトル,369,Mute City
224,"Silver Will, Golden Wings",Trails in the Sky SC,The Legend of Heroes: Trails in the Sky SC,276,16665,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,"既存BGM ID 370（Silver Will, Golden Wings）と同一logical game・同一または公式対応タイトル",370,"Silver Will, Golden Wings"
225,Pride of a Nameless Hunter,Monster Hunter: World,Monster Hunter: World,2,36926,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 371（名もなき狩人の矜持）と同一logical game・同一または公式対応タイトル,371,名もなき狩人の矜持
228,Brutish Indigo Rages / Brachydios,Monster Hunter: World - Iceborne,Monster Hunter: World - Iceborne,219,113344,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 372（剛き紺藍 ～ブラキディオス）と同一logical game・同一または公式対応タイトル,372,剛き紺藍 ～ブラキディオス
230,Lumière,Clair Obscur: Expedition 33,Clair Obscur: Expedition 33,128,305152,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 373（Lumière）と同一logical game・同一または公式対応タイトル,373,Lumière
231,Sanctuary Abandoned by the Gods,Monster Hunter Rise,Monster Hunter Rise,215,138950,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 374（神が去りし、廃忘の社）と同一logical game・同一または公式対応タイトル,374,神が去りし、廃忘の社
232,Break Free (Lead the Way),Super Mario Odyssey,Super Mario Odyssey,264,26758,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 375（Break Free (Lead the Way)）と同一logical game・同一または公式対応タイトル,375,Break Free (Lead the Way)
233,Engage the Enemy,Xenoblade Chronicles,Xenoblade Chronicles,291,2364,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 376（敵との対峙）と同一logical game・同一または公式対応タイトル,376,敵との対峙
234,Proof of a Hero - Sunbreak Version,Monster Hunter Rise: Sunbreak,,216,,known_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,『英雄の証：Sunbreak ver.』の英語表記で同一バージョン,,英雄の証：Sunbreak ver.
236,Mor Ardain - Roaming the Wastes,Xenoblade Chronicles 2,Xenoblade Chronicles 2,292,26766,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 377（スペルビア帝国 ～赤土を駆け抜けて～）と同一logical game・同一または公式対応タイトル,377,スペルビア帝国 ～赤土を駆け抜けて～
237,The White Wraith,Monster Hunter Wilds,Monster Hunter Wilds,218,279661,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 378（白の孤影／アルシュベルド）と同一logical game・同一または公式対応タイトル,378,白の孤影／アルシュベルド
238,Dungeon Theme,The Legend of Zelda,The Legend of Zelda,279,1022,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 379（地下BGM）と同一logical game・同一または公式対応タイトル,379,地下BGM
239,Keves Battle,Xenoblade Chronicles 3,Xenoblade Chronicles 3,293,191411,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 380（ケヴェス戦闘）と同一logical game・同一または公式対応タイトル,380,ケヴェス戦闘
240,Divine Hate,Devil May Cry 3: Dante's Awakening,Devil May Cry 3: Dante's Awakening,137,136,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 381（Divine Hate）と同一logical game・同一または公式対応タイトル,381,Divine Hate
242,Battle 2,Final Fantasy III,Final Fantasy III,150,77234,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 382（バトル2）と同一logical game・同一または公式対応タイトル,382,バトル2
247,Song of Healing,The Legend of Zelda: Majora's Mask,,281,,known_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,『いやしの歌』の英語ローカライズ名で同一曲,,いやしの歌
250,Molgera,The Legend of Zelda: The Wind Waker,The Legend of Zelda: The Wind Waker,284,1033,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 383（モルド・ゲイラ）と同一logical game・同一または公式対応タイトル,383,モルド・ゲイラ
251,Dancing Mad,FINAL FANTASY VI,FINAL FANTASY VI,102,426,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 384（妖星乱舞）と同一logical game・同一または公式対応タイトル,384,妖星乱舞
256,Fi's Farewell,The Legend of Zelda: Skyward Sword,The Legend of Zelda: Skyward Sword,282,534,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 385（ファイとの別れ）と同一logical game・同一または公式対応タイトル,385,ファイとの別れ
259,Guardian Battle,The Legend of Zelda: Breath of the Wild,The Legend of Zelda: Breath of the Wild,280,7346,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 386（ガーディアン戦）と同一logical game・同一または公式対応タイトル,386,ガーディアン戦
261,Ryoshima Coast,Ōkami,Ōkami,225,1271,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 387（両島原）と同一logical game・同一または公式対応タイトル,387,両島原
262,Demon King Ganondorf Battle,The Legend of Zelda: Tears of the Kingdom,The Legend of Zelda: Tears of the Kingdom,283,119388,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 388（魔王ガノンドロフ戦）と同一logical game・同一または公式対応タイトル,388,魔王ガノンドロフ戦
266,The Sunleth Waterscape,Final Fantasy XIII,Final Fantasy XIII,154,389,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 389（サンレス水郷）と同一logical game・同一または公式対応タイトル,389,サンレス水郷
268,Marx Battle,Kirby Super Star,Kirby Super Star,194,3719,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 390（Marx Battle）と同一logical game・同一または公式対応タイトル,390,Marx Battle
269,Apocalypsis Noctis,Final Fantasy XV,Final Fantasy XV,156,359,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 391（Apocalypsis Noctis）と同一logical game・同一または公式対応タイトル,391,Apocalypsis Noctis
272,"No Risk, No Reward",Final Fantasy XVI,Final Fantasy XVI,157,31551,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 392（No Risk, No Reward）と同一logical game・同一または公式対応タイトル",392,"No Risk, No Reward"
274,戦闘！ジムリーダー,ポケットモンスター 赤・緑,ポケットモンスター 赤・緑,93,1511|1561,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 393（戦闘！ジムリーダー）と同一logical game・同一または公式対応タイトル,393,戦闘！ジムリーダー
275,"Midgar, City of Mako",Final Fantasy VII Remake,Final Fantasy VII Remake,152,11169,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 394（Midgar, City of Mako）と同一logical game・同一または公式対応タイトル",394,"Midgar, City of Mako"
277,戦闘！トレーナー,ポケットモンスター 金・銀,ポケットモンスター 金・銀,94,1513|1558,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 395（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル,395,戦闘！トレーナー
278,Bow Wow Wow,Final Fantasy VII Rebirth,Final Fantasy VII Rebirth,151,133236,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 396（Bow Wow Wow）と同一logical game・同一または公式対応タイトル,396,Bow Wow Wow
279,戦闘！トレーナー,ポケットモンスター ルビー・サファイア,ポケットモンスター ルビー・サファイア,95,1515|1557,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 397（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル,397,戦闘！トレーナー
280,Close in the Distance,Final Fantasy XIV Online,Final Fantasy XIV: Endwalker,155,143232,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 398（Close in the Distance）と同一logical game・同一または公式対応タイトル,398,Close in the Distance
281,戦闘！トレーナー,ポケットモンスター ダイヤモンド・パール,ポケットモンスター ダイヤモンド・パール,96,1518|1560,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 399（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル,399,戦闘！トレーナー
283,戦闘！ギラティナ,Pokémon Platinum,Pokémon Platinum Version,237,1519,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 400（戦闘！ギラティナ）と同一logical game・同一または公式対応タイトル,400,戦闘！ギラティナ
285,戦闘！トレーナー,ポケットモンスター ブラック・ホワイト,ポケットモンスター ブラック・ホワイト,97,1522|1521,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 401（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル,401,戦闘！トレーナー
287,戦闘！ゲーチス,ポケットモンスター ブラック2・ホワイト2,ポケットモンスター ブラック2・ホワイト2,6,8284|8353,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 402（戦闘！ゲーチス）と同一logical game・同一または公式対応タイトル,402,戦闘！ゲーチス
288,Darkness of the Unknown,Kingdom Hearts II,Kingdom Hearts II,190,1221,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 403（Darkness of the Unknown）と同一logical game・同一または公式対応タイトル,403,Darkness of the Unknown
289,Song of the Ancients / Fate,NieR Replicant,,221,,known_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,『イニシエノウタ／運命』の英語ローカライズ名で同一曲,,イニシエノウタ／運命
290,Pascal,NieR: Automata,NieR: Automata,222,11208,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 404（パスカル）と同一logical game・同一または公式対応タイトル,404,パスカル
292,Decisive Battle II,Octopath Traveler,Octopath Traveler,223,26765,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 405（決戦2）と同一logical game・同一または公式対応タイトル,405,決戦2
293,Song of Hope,Octopath Traveler II,Octopath Traveler II,224,217554,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 406（きぼうの唄）と同一logical game・同一または公式対応タイトル,406,きぼうの唄
294,Serpent Eating the Ground,Bravely Default,Bravely Default,124,4700,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 407（地平を喰らう蛇）と同一logical game・同一または公式対応タイトル,407,地平を喰らう蛇
296,Don't Worry,Xenoblade Chronicles X,Xenoblade Chronicles X,294,2366,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 408（Don't Worry）と同一logical game・同一または公式対応タイトル,408,Don't Worry
297,To One with Life,Monster Hunter 2,Monster Hunter Tri,217,43668,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同一曲『生命ある者へ』の誤ったMonster Hunter 2紐付け。既存BGM ID 215へ統合済み。,215,生命ある者へ
299,The Rain Formerly Known as Purple,Risk of Rain 2,Risk of Rain 2,245,28512,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 410（The Rain Formerly Known as Purple）と同一logical game・同一または公式対応タイトル,410,The Rain Formerly Known as Purple
300,We're Never Giving Up,Goddess of Victory: Nikke,Goddess of Victory: Nikke,171,117199,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 411（We're Never Giving Up）と同一logical game・同一または公式対応タイトル,411,We're Never Giving Up
301,I Am Astro Bot,ASTRO BOT,Astro Bot,114,303811,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 412（I Am Astro Bot）と同一logical game・同一または公式対応タイトル,412,I Am Astro Bot
303,Main Theme,Final Fantasy I,Final Fantasy,149,385,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 413（メイン・テーマ）と同一logical game・同一または公式対応タイトル,413,メイン・テーマ
304,Pokke Village Theme,Monster Hunter Freedom Unite,Monster Hunter Freedom Unite,213,20427,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 414（ポッケ村のテーマ）と同一logical game・同一または公式対応タイトル,414,ポッケ村のテーマ
305,Go Tell Aunt Rhody,Resident Evil 7 biohazard,Resident Evil 7: Biohazard,243,19562,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 415（Go Tell Aunt Rhody）と同一logical game・同一または公式対応タイトル,415,Go Tell Aunt Rhody
306,The Clocktower,Dead Cells,Dead Cells,133,26855,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 416（The Clocktower）と同一logical game・同一または公式対応タイトル,416,The Clocktower
307,Operation Pyrite,Arknights,Arknights,110,123395,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 417（Operation Pyrite）と同一logical game・同一または公式対応タイトル,417,Operation Pyrite
308,Crash Site,ASTRO BOT,Astro Bot,114,303811,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 418（Crash Site）と同一logical game・同一または公式対応タイトル,418,Crash Site
310,The Dalmasca Estersand,Final Fantasy XII,Final Fantasy XII,153,398,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 419（東ダルマスカ砂漠）と同一logical game・同一または公式対応タイトル,419,東ダルマスカ砂漠
