rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason
417,Fighting of the Spirit,Tales of Symphonia,Tales of Symphonia,,1204,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
420,neu,pop'n music,Pop'n music,,186652,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
422,Fury Sparks,Tales of Vesperia,Tales of Vesperia,,1209,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
423,Clock Tower,Castlevania: Aria of Sorrow,Castlevania: Aria of Sorrow,,1134,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
436,Main Menu,Metroid Prime,Metroid Prime,,1105,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
440,Seashore War,Donkey Kong Country: Tropical Freeze,Donkey Kong Country: Tropical Freeze,,2923,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
442,Lock & Load,Devil May Cry,Devil May Cry,,134,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
444,Onett Theme,EarthBound,Earthbound,,78559,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
446,The Time Has Come,Devil May Cry 4,Devil May Cry 4,,112,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
448,Strong One,Mother 3,Mother 3,,3683,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
450,Top Man Stage,Mega Man 3,Mega Man 3,,1716,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
451,End of Small Sanctuary,Silent Hill 3,Silent Hill 3,,482,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
459,Battle for the Glory,Dragon Quest IV,Dragon Warrior IV,,16584,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
462,Make Me Feel Sad,Dragon Quest V,Dragon Quest V: Tenkuu no Hanayome,,205595,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
463,砦のボス,Super Mario Bros. 3,Super Mario Bros. 3,,1068,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
465,おばけ屋敷BGM,Super Mario World,Super Mario World,,1070,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
467,Bowser's Road,Super Mario 64,Super Mario 64,3,1074,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存logical game一致。同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
469,Bianco Hills,Super Mario Sunshine,Super Mario Sunshine,,1075,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
470,Cloudy Court Galaxy,Super Mario Galaxy 2,Super Mario Galaxy 2,,1078,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
471,World Bowser,Super Mario 3D World,Super Mario 3D World,,2180,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
474,Shadow Queen Battle,Paper Mario: The Thousand-Year Door,Paper Mario: The Thousand-Year Door,,3349,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
475,The Grand Finale,Mario & Luigi: Bowser's Inside Story,Mario & Luigi: Bowser's Inside Story,,3363,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
483,地上BGM,Super Mario Bros. 2,Super Mario Bros.: The Lost Levels,,1066,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
484,Battle Theme 1,Final Fantasy II,Final Fantasy II,,16474,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
487,Koopa Bros. Battle,Paper Mario,Paper Mario,,3340,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
488,Combat - Destiny,Triangle Strategy,Triangle Strategy,,143610,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
489,Dreams Dreams,NiGHTS into Dreams...,Nights Into Dreams...,,5075,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
493,Experiment No. Z-57 Battle,Metroid Dread,Metroid Dread,,15698,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
495,The Forest of Hope,Pikmin,Pikmin,,2239,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
496,Rebel Army Theme,Final Fantasy II,Final Fantasy II,,16474,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
497,Perplexing Pool,Pikmin 2,Pikmin 2,,2240,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
498,Combat - Subjugation,Triangle Strategy,Triangle Strategy,,143610,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
499,地下BGM,Super Mario Bros. 2,Super Mario Bros.: The Lost Levels,,1066,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
500,Huff N. Puff Battle,Paper Mario,Paper Mario,,3340,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
