logical_game_name,alias,normalized_alias,source,confidence
Dragon Warrior IV,Dragon Quest IV: Tales of the Chosen,dragonquestivtalesofthechosen,igdb_alias_or_localization,medium
Dragon Warrior IV,ドラゴンクエストIV 導かれし者たち,ドラゴンクエストiv導かれし者たち,igdb_alias_or_localization,medium
Earthbound,EarthBound,earthbound,csv_source,medium
Earthbound,アースバウンド,アースバウンド,igdb_alias_or_localization,medium
Elden Ring,Elden Ring,eldenring,csv_source,high
Elden Ring,Great Rune,greatrune,igdb_alias_or_localization,high
Elden Ring,エルデンリング,エルデンリング,igdb_alias_or_localization,high
Elden Ring,艾爾登法環,艾爾登法環,igdb_alias_or_localization,high
Elden Ring,艾尔登法环,艾尔登法环,igdb_alias_or_localization,high
Elden Ring: Shadow of the Erdtree,Elden Ring: Shadow of the Erdtree,eldenringshadowoftheerdtree,csv_source,high
F-Zero,F-Zero,fzero,csv_source,high
F-Zero,エフゼロ,エフゼロ,igdb_alias_or_localization,high
F-Zero GX,F-Zero GX,fzerogx,csv_source,high
F-Zero GX,에프제로 GX,gx,igdb_alias_or_localization,high
Fate/Grand Order,Fate/Grand Order,fategrandorder,csv_source,high
Fate/Grand Order,F/GO,fgo,igdb_alias_or_localization,high
Fate/Grand Order,フェイト/グランドオーダー,フェイトグランドオーダー,igdb_alias_or_localization,high
Final Fantasy,Final Fantasy I,finalfantasyi,csv_source,high
Final Fantasy,Final Fantasy,finalfantasy,logical_name,high
Final Fantasy,FFI,ffi,igdb_alias_or_localization,high
Final Fantasy,FF1,ff1,igdb_alias_or_localization,high
Final Fantasy,FF,ff,igdb_alias_or_localization,high
Final Fantasy,Final Fantasy 1,finalfantasy1,igdb_alias_or_localization,high
Final Fantasy,ファイナルファンタジー,ファイナルファンタジー,igdb_alias_or_localization,high
Final Fantasy II,Final Fantasy II,finalfantasyii,csv_source,medium
Final Fantasy II,Fainaru Fantaji II,fainarufantajiii,igdb_alias_or_localization,medium
Final Fantasy II,FINAL FANTASY II: DARK SHADOW OVER PALAKIA,finalfantasyiidarkshadowoverpalakia,igdb_alias_or_localization,medium
Final Fantasy II,ファイナルファンタジー II,ファイナルファンタジーii,igdb_alias_or_localization,medium
Final Fantasy III,Final Fantasy III,finalfantasyiii,csv_source,high
Final Fantasy III,FFIII,ffiii,igdb_alias_or_localization,high
Final Fantasy III,Final Fantasy 3,finalfantasy3,igdb_alias_or_localization,high
Final Fantasy III,FF3,ff3,igdb_alias_or_localization,high
Final Fantasy III,ファイナルファンタジー III,ファイナルファンタジーiii,igdb_alias_or_localization,high
Final Fantasy IV,Final Fantasy IV,finalfantasyiv,csv_source,medium
Final Fantasy IV,FF4,ff4,igdb_alias_or_localization,medium
Final Fantasy IV,Final Fantasy 4,finalfantasy4,igdb_alias_or_localization,medium
Final Fantasy IV,FFIV,ffiv,igdb_alias_or_localization,medium
Final Fantasy IV,ファイナルファンタジーIV,ファイナルファンタジーiv,igdb_alias_or_localization,medium
Final Fantasy IX,Final Fantasy IX,finalfantasyix,csv_source,medium
Final Fantasy IX,FF9,ff9,igdb_alias_or_localization,medium
Final Fantasy IX,最终幻想9,最终幻想9,igdb_alias_or_localization,medium
Final Fantasy IX,Final Fantasy 9,finalfantasy9,igdb_alias_or_localization,medium
Final Fantasy IX,FFIX,ffix,igdb_alias_or_localization,medium
Final Fantasy IX,ファイナルファンタジーIX,ファイナルファンタジーix,igdb_alias_or_localization,medium
Final Fantasy V,Final Fantasy V,finalfantasyv,csv_source,medium
Final Fantasy V,FFV,ffv,igdb_alias_or_localization,medium
Final Fantasy V,Final Fantasy 5,finalfantasy5,igdb_alias_or_localization,medium
Final Fantasy V,FF5,ff5,igdb_alias_or_localization,medium
Final Fantasy V,ファイナルファンタジーV,ファイナルファンタジーv,igdb_alias_or_localization,medium
Final Fantasy VII,Final Fantasy VII,finalfantasyvii,csv_source,medium
Final Fantasy VII,FFVII,ffvii,igdb_alias_or_localization,medium
Final Fantasy VII,Final Fantasy 7,finalfantasy7,igdb_alias_or_localization,medium
Final Fantasy VII,FF7,ff7,igdb_alias_or_localization,medium
Final Fantasy VII,ファイナルファンタジーVII,ファイナルファンタジーvii,igdb_alias_or_localization,medium
Final Fantasy VII Rebirth,Final Fantasy VII Rebirth,finalfantasyviirebirth,csv_source,high
Final Fantasy VII Rebirth,Final Fantasy VII Remake Part II,finalfantasyviiremakepartii,igdb_alias_or_localization,high
Final Fantasy VII Rebirth,Final Fantasy VII 重生,finalfantasyvii重生,igdb_alias_or_localization,high
Final Fantasy VII Rebirth,Final Fantasy 7 Rebirth,finalfantasy7rebirth,igdb_alias_or_localization,high
Final Fantasy VII Rebirth,FFVII Rebirth,ffviirebirth,igdb_alias_or_localization,high
Final Fantasy VII Rebirth,FF7 Rebirth,ff7rebirth,igdb_alias_or_localization,high
Final Fantasy VII Rebirth,ファイナルファンタジーVII リバース,ファイナルファンタジーviiリバース,igdb_alias_or_localization,high
Final Fantasy VII Remake,Final Fantasy VII Remake,finalfantasyviiremake,csv_source,high
Final Fantasy VII Remake,Final Fantasy 7 Remake,finalfantasy7remake,igdb_alias_or_localization,high
Final Fantasy VII Remake,最终幻想VII 重制版,最终幻想vii重制版,igdb_alias_or_localization,high
Final Fantasy VII Remake,FFVII Remake,ffviiremake,igdb_alias_or_localization,high
Final Fantasy VII Remake,FF7 Remake,ff7remake,igdb_alias_or_localization,high
Final Fantasy VII Remake,ファイナルファンタジーVII リメイク,ファイナルファンタジーviiリメイク,igdb_alias_or_localization,high
Final Fantasy VIII,Final Fantasy VIII,finalfantasyviii,csv_source,medium
Final Fantasy VIII,Final Fantasy 8,finalfantasy8,igdb_alias_or_localization,medium
Final Fantasy VIII,FFVIII,ffviii,igdb_alias_or_localization,medium
Final Fantasy VIII,FF8,ff8,igdb_alias_or_localization,medium
Final Fantasy VIII,最终幻想8,最终幻想8,igdb_alias_or_localization,medium
Final Fantasy VIII,太空戰士 8,太空戰士8,igdb_alias_or_localization,medium
Final Fantasy VIII,ファイナルファンタジーVIII,ファイナルファンタジーviii,igdb_alias_or_localization,medium
Final Fantasy X,Final Fantasy X,finalfantasyx,csv_source,medium
Final Fantasy X,FF10,ff10,igdb_alias_or_localization,medium
Final Fantasy X,Final Fantasy 10,finalfantasy10,igdb_alias_or_localization,medium
Final Fantasy X,FFX,ffx,igdb_alias_or_localization,medium
Final Fantasy X,Final Fantasy X International,finalfantasyxinternational,igdb_alias_or_localization,medium
Final Fantasy X,Final Fantasy 10 International,finalfantasy10international,igdb_alias_or_localization,medium
Final Fantasy X,最终幻想10,最终幻想10,igdb_alias_or_localization,medium
Final Fantasy X,Финальная Фантазия 10,10,igdb_alias_or_localization,medium
Final Fantasy X,ファイナルファンタジーX,ファイナルファンタジーx,igdb_alias_or_localization,medium
Final Fantasy XII,Final Fantasy XII,finalfantasyxii,csv_source,high
Final Fantasy XII,FFXII,ffxii,igdb_alias_or_localization,high
Final Fantasy XII,FF12,ff12,igdb_alias_or_localization,high
Final Fantasy XII,Final Fantasy XII: The Zodiac Age,finalfantasyxiithezodiacage,igdb_alias_or_localization,high
Final Fantasy XII,Final Fantasy 12: The Zodiac Age,finalfantasy12thezodiacage,igdb_alias_or_localization,high
Final Fantasy XII,Final Fantasy 12,finalfantasy12,igdb_alias_or_localization,high
Final Fantasy XII,Final Fantasy 12: International Zodiac Job System,finalfantasy12internationalzodiacjobsystem,igdb_alias_or_localization,high
Final Fantasy XII,Final Fantasy XII: International Zodiac Job System,finalfantasyxiiinternationalzodiacjobsystem,igdb_alias_or_localization,high
Final Fantasy XIII,Final Fantasy XIII,finalfantasyxiii,csv_source,high
Final Fantasy XIII,FF13,ff13,igdb_alias_or_localization,high
Final Fantasy XIII,Final Fantasy 13,finalfantasy13,igdb_alias_or_localization,high
Final Fantasy XIII,FFXIII ,ffxiii,igdb_alias_or_localization,high
Final Fantasy XIII,Fabula Nova Crystallis,fabulanovacrystallis,igdb_alias_or_localization,high
Final Fantasy XIII,FFXiiiLauncher.exe,ffxiiilauncherexe,igdb_alias_or_localization,high
Final Fantasy XIII,파이널 판타지 XIII,xiii,igdb_alias_or_localization,high
Final Fantasy XIII,ファイナルファンタジーXIII,ファイナルファンタジーxiii,igdb_alias_or_localization,high
Final Fantasy XIV: Endwalker,Final Fantasy XIV Online,finalfantasyxivonline,csv_source,high
Final Fantasy XIV: Endwalker,Final Fantasy XIV: Endwalker,finalfantasyxivendwalker,logical_name,high
Final Fantasy XIV: Endwalker,FINAL FANTASY XIV ONLINE: ENDWALKER,finalfantasyxivonlineendwalker,igdb_alias_or_localization,high
Final Fantasy XIV: Endwalker,FFXIV 6.0,ffxiv60,igdb_alias_or_localization,high
Final Fantasy XIV: Endwalker,Final Fantasy 14 Endwalker,finalfantasy14endwalker,igdb_alias_or_localization,high
Final Fantasy XIV: Endwalker,FFXIV EW,ffxivew,igdb_alias_or_localization,high
Final Fantasy XIV: Endwalker,最终幻想 14：晓月之终途 ,最终幻想14晓月之终途,igdb_alias_or_localization,high
Final Fantasy XV,Final Fantasy XV,finalfantasyxv,csv_source,high
Final Fantasy XV,最终幻想15,最终幻想15,igdb_alias_or_localization,high
Final Fantasy XV,Versus XIII,versusxiii,igdb_alias_or_localization,high
Final Fantasy XV,Final Fantasy Versus XIII,finalfantasyversusxiii,igdb_alias_or_localization,high
Final Fantasy XV,FF Versus XIII ,ffversusxiii,igdb_alias_or_localization,high
Final Fantasy XV,FFXV,ffxv,igdb_alias_or_localization,high
Final Fantasy XV,FF15,ff15,igdb_alias_or_localization,high
Final Fantasy XV,Final Fantasy 15,finalfantasy15,igdb_alias_or_localization,high
Final Fantasy XV,Final Fantasy Versus 13,finalfantasyversus13,igdb_alias_or_localization,high
Final Fantasy XV,ファイナルファンタジーXV,ファイナルファンタジーxv,igdb_alias_or_localization,high
Final Fantasy XV,파이널 판타지 XV,xv,igdb_alias_or_localization,high
Final Fantasy XVI,Final Fantasy XVI,finalfantasyxvi,csv_source,high
Final Fantasy XVI,Final Fantasy 16,finalfantasy16,igdb_alias_or_localization,high
Final Fantasy XVI,FFXVI,ffxvi,igdb_alias_or_localization,high
Final Fantasy XVI,ffxvi.exe,ffxviexe,igdb_alias_or_localization,high
Final Fantasy XVI,파이널 판타지 XVI,xvi,igdb_alias_or_localization,high
Final Fantasy XVI,ファイナルファンタジーXVI,ファイナルファンタジーxvi,igdb_alias_or_localization,high
Fire Emblem Awakening,Fire Emblem Awakening,fireemblemawakening,csv_source,high
Fire Emblem Awakening,Fire Emblem 3DS,fireemblem3ds,igdb_alias_or_localization,high
Fire Emblem Awakening,Fire Emblem: Kakusei,fireemblemkakusei,igdb_alias_or_localization,high
Fire Emblem Awakening,FE13,fe13,igdb_alias_or_localization,high
Fire Emblem Awakening,ファイアーエムブレム 覚醒,ファイアーエムブレム覚醒,igdb_alias_or_localization,high
Fire Emblem Engage,Fire Emblem Engage,fireemblemengage,csv_source,high
Fire Emblem Engage,FE Engage,feengage,igdb_alias_or_localization,high
Fire Emblem Engage,ファイアーエムブレム エンゲージ,ファイアーエムブレムエンゲージ,igdb_alias_or_localization,high
Fire Emblem Fates: Special Edition,Fire Emblem Fates,fireemblemfates,csv_source,high
Fire Emblem Fates: Special Edition,Fire Emblem Fates: Special Edition,fireemblemfatesspecialedition,logical_name,high
Fire Emblem Fates: Special Edition,Fire Emblem Fates - Limited Edition,fireemblemfateslimitededition,igdb_alias_or_localization,high
Fire Emblem Fates: Special Edition,Fire Emblem If,fireemblemif,igdb_alias_or_localization,high
Fire Emblem Fates: Special Edition,ファイアーエムブレムif,ファイアーエムブレムif,igdb_alias_or_localization,high
Fire Emblem: Path of Radiance,Fire Emblem: Path of Radiance,fireemblempathofradiance,csv_source,high
Fire Emblem: Path of Radiance,Fire Emblem: Souen no Kiseki,fireemblemsouennokiseki,igdb_alias_or_localization,high
Fire Emblem: Path of Radiance,Fire Emblem 9,fireemblem9,igdb_alias_or_localization,high
Fire Emblem: Path of Radiance,Fire Emblem: Trail of the Blue Flame,fireemblemtrailoftheblueflame,igdb_alias_or_localization,high
Fire Emblem: Path of Radiance,FE9,fe9,igdb_alias_or_localization,high
Fire Emblem: Path of Radiance,ファイアーエムブレム 蒼炎の軌跡,ファイアーエムブレム蒼炎の軌跡,igdb_alias_or_localization,high
Fire Emblem: Radiant Dawn,Fire Emblem: Radiant Dawn,fireemblemradiantdawn,csv_source,high
Fire Emblem: Radiant Dawn,FE10,fe10,igdb_alias_or_localization,high
Fire Emblem: Radiant Dawn,Fire Emblem 10,fireemblem10,igdb_alias_or_localization,high
Fire Emblem: Radiant Dawn,Fire Emblem: Akatsuki no Megami,fireemblemakatsukinomegami,igdb_alias_or_localization,high
Fire Emblem: Radiant Dawn,Fire Emblem: The Goddess of Dawn,fireemblemthegoddessofdawn,igdb_alias_or_localization,high
Fire Emblem: Radiant Dawn,Fire Emblem GC 2,fireemblemgc2,igdb_alias_or_localization,high
Fire Emblem: Radiant Dawn,ファイアーエムブレム 暁の女神,ファイアーエムブレム暁の女神,igdb_alias_or_localization,high
Fire Emblem: The Blazing Blade,Fire Emblem: The Blazing Blade,fireemblemtheblazingblade,csv_source,high
Fire Emblem: The Blazing Blade,Fire Emblem,fireemblem,igdb_name,high
Fire Emblem: The Blazing Blade,火焰之纹章,火焰之纹章,igdb_alias_or_localization,high
Fire Emblem: The Blazing Blade,FE7,fe7,igdb_alias_or_localization,high
Fire Emblem: The Blazing Blade,Fire Emblem: Rekka no Ken ,fireemblemrekkanoken,igdb_alias_or_localization,high
Fire Emblem: The Blazing Blade,圣火降魔录 ,圣火降魔录,igdb_alias_or_localization,high
Fire Emblem: The Blazing Blade,Fire Emblem 7,fireemblem7,igdb_alias_or_localization,high
Fire Emblem: The Blazing Blade,Fire Emblem: Blazing Sword,fireemblemblazingsword,igdb_alias_or_localization,high
Fire Emblem: The Blazing Blade,ファイアーエムブレム 烈火の剣,ファイアーエムブレム烈火の剣,igdb_alias_or_localization,high
Fire Emblem: The Sacred Stones,Fire Emblem: The Sacred Stones,fireemblemthesacredstones,csv_source,high
Fire Emblem: The Sacred Stones,FE8,fe8,igdb_alias_or_localization,high
Fire Emblem: The Sacred Stones,Fire Emblem 8,fireemblem8,igdb_alias_or_localization,high
Fire Emblem: The Sacred Stones,Fire Emblem: Seima no Kōseki,fireemblemseimanokoseki,igdb_alias_or_localization,high
Fire Emblem: The Sacred Stones,Fire Emblem: Light Stones of Saints and Demons,fireemblemlightstonesofsaintsanddemons,igdb_alias_or_localization,high
Fire Emblem: The Sacred Stones,ファイアーエムブレム 聖魔の光石,ファイアーエムブレム聖魔の光石,igdb_alias_or_localization,high
Fire Emblem: Three Houses,Fire Emblem: Three Houses,fireemblemthreehouses,csv_source,high
Fire Emblem: Three Houses,FE: Three Houses,fethreehouses,igdb_alias_or_localization,high
Fire Emblem: Three Houses,Fire Emblem Fuukasetsugetsu,fireemblemfuukasetsugetsu,igdb_alias_or_localization,high
Fire Emblem: Three Houses,ファイアーエムブレム 風花雪月,ファイアーエムブレム風花雪月,igdb_alias_or_localization,high
Genshin Impact,Genshin Impact,genshinimpact,csv_source,high
Genshin Impact,Genshin Impact: Mobile,genshinimpactmobile,igdb_alias_or_localization,high
Genshin Impact,GI: Mobile,gimobile,igdb_alias_or_localization,high
Genshin Impact,原神,原神,igdb_alias_or_localization,high
Genshin Impact,Genshin,genshin,igdb_alias_or_localization,high
Genshin Impact,Yuanshen,yuanshen,igdb_alias_or_localization,high
Genshin Impact,原神セレベンツ,原神セレベンツ,igdb_alias_or_localization,high
Genshin Impact,Genshin Impact Version 1.0: Welcome to Teyvat,genshinimpactversion10welcometoteyvat,igdb_alias_or_localization,high
Ghost of Tsushima,Ghost of Tsushima,ghostoftsushima,csv_source,high
Ghost of Tsushima,对马岛之鬼,对马岛之鬼,igdb_alias_or_localization,high
Ghost of Tsushima,對馬戰鬼,對馬戰鬼,igdb_alias_or_localization,high
Ghost of Tsushima,ゴースト オブ ツシマ,ゴーストオブツシマ,igdb_alias_or_localization,high
Ghost of Yotei,Ghost of Yōtei,ghostofyotei,csv_source,high
Ghost of Yotei,羊蹄山之魂,羊蹄山之魂,igdb_alias_or_localization,high
God of War,God of War (2018),godofwar2018,csv_source,high
God of War,God of War,godofwar,logical_name,high
God of War,GOW,gow,igdb_alias_or_localization,high
God of War,God of War: New Omega,godofwarnewomega,igdb_alias_or_localization,high
God of War,God of War 4,godofwar4,igdb_alias_or_localization,high
God of War,Deus da Guerra,deusdaguerra,igdb_alias_or_localization,high
God of War,God of War IV,godofwariv,igdb_alias_or_localization,high
God of War,GoW 4,gow4,igdb_alias_or_localization,high
God of War,战神4,战神4,igdb_alias_or_localization,high
God of War,GoW.exe,gowexe,igdb_alias_or_localization,high
God of War,ゴッド オブ ウォー,ゴッドオブウォー,igdb_alias_or_localization,high
God of War Ragnarök,God of War Ragnarök,godofwarragnarok,csv_source,high
God of War Ragnarök,God of War Part II,godofwarpartii,igdb_alias_or_localization,high
God of War Ragnarök,戰神: 諸神黃昏,戰神諸神黃昏,igdb_alias_or_localization,high
God of War Ragnarök,战神:诸神黄昏,战神诸神黄昏,igdb_alias_or_localization,high
Goddess of Victory: Nikke,Goddess of Victory: Nikke,goddessofvictorynikke,csv_source,high
Goddess of Victory: Nikke,勝利女神：妮姬,勝利女神妮姬,igdb_alias_or_localization,high
Goddess of Victory: Nikke,勝利の女神：NIKKE,勝利の女神nikke,igdb_alias_or_localization,high
Goddess of Victory: Nikke,NIKKE,nikke,igdb_alias_or_localization,high
Goddess of Victory: Nikke,Nikke: Goddess of Victory,nikkegoddessofvictory,igdb_alias_or_localization,high
Granblue Fantasy,Granblue Fantasy,granbluefantasy,csv_source,high
Granblue Fantasy,グランブルーファンタジー,グランブルーファンタジー,igdb_alias_or_localization,high
Grand Theft Auto V,Grand Theft Auto V,grandtheftautov,csv_source,high
Grand Theft Auto V,俠盜獵車手 5,俠盜獵車手5,igdb_alias_or_localization,high
Grand Theft Auto V,Grand Theft Auto V Legacy,grandtheftautovlegacy,igdb_alias_or_localization,high
Grand Theft Auto V,GTA 5,gta5,igdb_alias_or_localization,high
Grand Theft Auto V,GTA V,gtav,igdb_alias_or_localization,high
Grand Theft Auto V,Grand Theft Auto 5,grandtheftauto5,igdb_alias_or_localization,high
Grand Theft Auto V,グランド セフト オートV,グランドセフトオートv,igdb_alias_or_localization,high
Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,grandtheftautosanandreas,csv_source,high
Grand Theft Auto: San Andreas,GTA: SA,gtasa,igdb_alias_or_localization,high
Grand Theft Auto: San Andreas,GTA: Сан Андреас,gta,igdb_alias_or_localization,high
Grand Theft Auto: San Andreas,侠盗飞车：圣安地列斯,侠盗飞车圣安地列斯,igdb_alias_or_localization,high
Grand Theft Auto: San Andreas,侠盗猎车手：圣安地列斯,侠盗猎车手圣安地列斯,igdb_alias_or_localization,high
Grand Theft Auto: San Andreas,GTA: San Andreas,gtasanandreas,igdb_alias_or_localization,high
Grand Theft Auto: San Andreas,San Andreas,sanandreas,igdb_alias_or_localization,high
Hades,Hades,hades,csv_source,medium
Hades II,Hades II,hadesii,csv_source,high
Hades II,Hades 2,hades2,igdb_alias_or_localization,high
Hades II,Hades2.exe,hades2exe,igdb_alias_or_localization,high
Hades II,ハデス II,ハデスii,igdb_alias_or_localization,high
Half-Life 2,Half-Life 2,halflife2,csv_source,high
Half-Life 2,HL2,hl2,igdb_alias_or_localization,high
Half-Life 2,HλLF-LIFE²,hlflife2,igdb_alias_or_localization,high
Half-Life 2,hl2.exe,hl2exe,igdb_alias_or_localization,high
Halo 2,Halo 2,halo2,csv_source,high
Halo 2,光晕2,光晕2,igdb_alias_or_localization,high
Halo 2,Halo 2 for Windows Vista,halo2forwindowsvista,igdb_alias_or_localization,high
Halo 2,H2,h2,igdb_alias_or_localization,high
Halo 3,Halo 3,halo3,csv_source,high
Halo 3,H3,h3,igdb_alias_or_localization,high
Halo: Combat Evolved,Halo: Combat Evolved,halocombatevolved,csv_source,high
Halo: Combat Evolved,Halo: El Combate ha Evolucionado,haloelcombatehaevolucionado,igdb_alias_or_localization,high
Halo: Combat Evolved,光晕：战斗进化,光晕战斗进化,igdb_alias_or_localization,high
Halo: Combat Evolved,Halo: Kampf um die Zukunft,halokampfumdiezukunft,igdb_alias_or_localization,high
Halo: Combat Evolved,Halo CE,haloce,igdb_alias_or_localization,high
Halo: Combat Evolved,Halo 1,halo1,igdb_alias_or_localization,high
Halo: Combat Evolved,Halo,halo,igdb_alias_or_localization,high
Hatsune Miku: Colorful Stage!,Project SEKAI COLORFUL STAGE!,projectsekaicolorfulstage,csv_source,high
Hatsune Miku: Colorful Stage!,Hatsune Miku: Colorful Stage!,hatsunemikucolorfulstage,logical_name,high
Hatsune Miku: Colorful Stage!,世界計畫 繽紛舞台！feat. 初音未來,世界計畫繽紛舞台feat初音未來,igdb_alias_or_localization,high
Hatsune Miku: Colorful Stage!,Project SEKAI COLORFUL STAGE! feat. Hatsune Miku,projectsekaicolorfulstagefeathatsunemiku,igdb_alias_or_localization,high
Hatsune Miku: Colorful Stage!,Hatsune Miku: Project Sekai,hatsunemikuprojectsekai,igdb_alias_or_localization,high
Hatsune Miku: Colorful Stage!,プロセカ,プロセカ,igdb_alias_or_localization,high
Hatsune Miku: Colorful Stage!,Project SEKAI,projectsekai,igdb_alias_or_localization,high
Hatsune Miku: Colorful Stage!,プロジェクトセカイ カラフルステージ! feat. 初音ミク,プロジェクトセカイカラフルステージfeat初音ミク,igdb_alias_or_localization,high
Hatsune Miku: Colorful Stage!,프로젝트 세카이 컬러풀 스테이지! feat. 하츠네 미쿠,feat,igdb_alias_or_localization,high
Hatsune Miku: Project Diva,Hatsune Miku: Project DIVA,hatsunemikuprojectdiva,csv_source,high
Hatsune Miku: Project Diva,初音ミク Project Diva,初音ミクprojectdiva,igdb_alias_or_localization,high
Heaven Burns Red,HEAVEN BURNS RED,heavenburnsred,csv_source,high
Heaven Burns Red,緋染天空 Heaven Burns Red,緋染天空heavenburnsred,igdb_alias_or_localization,high
Heaven Burns Red,HeavenBurnsRed.exe,heavenburnsredexe,igdb_alias_or_localization,high
Heaven Burns Red,ヘブンバーンズレッド,ヘブンバーンズレッド,igdb_alias_or_localization,high
Hollow Knight,Hollow Knight,hollowknight,csv_source,high
Hollow Knight,Hollow Knight: Voidheart Edition,hollowknightvoidheartedition,igdb_alias_or_localization,high
Hollow Knight,hollow_knight.exe,hollowknightexe,igdb_alias_or_localization,high
Hollow Knight,ホロウナイト,ホロウナイト,igdb_alias_or_localization,high
Hollow Knight Silksong,Hollow Knight: Silksong,hollowknightsilksong,csv_source,medium
Hollow Knight Silksong,Hollow Knight Silksong Demake,hollowknightsilksongdemake,igdb_alias_or_localization,medium
Horizon Forbidden West,Horizon Forbidden West,horizonforbiddenwest,csv_source,high
Horizon Forbidden West,Horizon Zero Dawn 2,horizonzerodawn2,igdb_alias_or_localization,high
Horizon Forbidden West,Horizon II: Forbidden West,horizoniiforbiddenwest,igdb_alias_or_localization,high
Horizon Forbidden West,Horizon 2: Forbidden West,horizon2forbiddenwest,igdb_alias_or_localization,high
Horizon Zero Dawn,Horizon Zero Dawn,horizonzerodawn,csv_source,high
Horizon Zero Dawn,Horizon,horizon,igdb_alias_or_localization,high
Hyper Light Drifter,Hyper Light Drifter,hyperlightdrifter,csv_source,high
Hyper Light Drifter,HyperLightDrifter.exe,hyperlightdrifterexe,igdb_alias_or_localization,high
Inscryption,Inscryption,inscryption,csv_source,high
Inscryption,Sacrifices Must Be Made,sacrificesmustbemade,igdb_alias_or_localization,high
Inscryption,Inscryption.exe,inscryptionexe,igdb_alias_or_localization,high
Jet Set Radio,Jet Set Radio,jetsetradio,csv_source,medium
Jet Set Radio,JSR,jsr,igdb_alias_or_localization,medium
Jet Set Radio,ジェットセットラジオ,ジェットセットラジオ,igdb_alias_or_localization,medium
Jet Set Radio Future,Jet Set Radio Future,jetsetradiofuture,csv_source,high
Jet Set Radio Future,JSRF,jsrf,igdb_alias_or_localization,high
Jet Set Radio Future,JSRF: Jet Set Radio Future,jsrfjetsetradiofuture,igdb_alias_or_localization,high
Jet Set Radio Future,Jet Grind Radio Future,jetgrindradiofuture,igdb_alias_or_localization,high
Jet Set Radio Future,ジェットセットラジオ フューチャー,ジェットセットラジオフューチャー,igdb_alias_or_localization,high
Jubeat,jubeat,jubeat,csv_source,medium
Katana Zero,Katana ZERO,katanazero,csv_source,high
Katana Zero,Katana ZERO NETFLIX,katanazeronetflix,igdb_alias_or_localization,high
Katana Zero,Katana ZERO.exe,katanazeroexe,igdb_alias_or_localization,high
Kingdom Hearts,Kingdom Hearts,kingdomhearts,csv_source,medium
Kingdom Hearts,キングダムハーツ,キングダムハーツ,igdb_alias_or_localization,medium
Kingdom Hearts II,Kingdom Hearts II,kingdomheartsii,csv_source,high
Kingdom Hearts II,Kingdom Hearts 2,kingdomhearts2,igdb_alias_or_localization,high
Kingdom Hearts II,KHII,khii,igdb_alias_or_localization,high
Kingdom Hearts II,KH2,kh2,igdb_alias_or_localization,high
Kingdom Hearts II,キングダム ハーツII,キングダムハーツii,igdb_alias_or_localization,high
Kingdom Hearts III,Kingdom Hearts III,kingdomheartsiii,csv_source,high
Kingdom Hearts III,Kingdom Hearts 3,kingdomhearts3,igdb_alias_or_localization,high
Kingdom Hearts III,KH3,kh3,igdb_alias_or_localization,high
Kingdom Hearts III,KHIII,khiii,igdb_alias_or_localization,high
Kingdom Hearts III,キングダム ハーツ III,キングダムハーツiii,igdb_alias_or_localization,high
Kirby 64: The Crystal Shards,Kirby 64: The Crystal Shards,kirby64thecrystalshards,csv_source,high
Kirby 64: The Crystal Shards,Kirby of the Stars 64,kirbyofthestars64,igdb_alias_or_localization,high
Kirby 64: The Crystal Shards,Hoshi no Kirby 64,hoshinokirby64,igdb_alias_or_localization,high
Kirby 64: The Crystal Shards,Hoshi no Kirby Rokujuuyon,hoshinokirbyrokujuuyon,igdb_alias_or_localization,high
Kirby 64: The Crystal Shards,星のカービィ64,星のカービィ64,igdb_alias_or_localization,high
Kirby and the Forgotten Land,Kirby and the Forgotten Land,kirbyandtheforgottenland,csv_source,medium
Kirby and the Forgotten Land,Kirby et le monde oublié,kirbyetlemondeoublie,igdb_alias_or_localization,medium
Kirby and the Forgotten Land,Kirby e la terra perduta,kirbyelaterraperduta,igdb_alias_or_localization,medium
Kirby and the Forgotten Land,Kirby y la tierra olvidada,kirbyylatierraolvidada,igdb_alias_or_localization,medium
Kirby and the Forgotten Land,Kirby und das vergessene Land,kirbyunddasvergesseneland,igdb_alias_or_localization,medium
Kirby and the Forgotten Land,星之卡比 探索發現,星之卡比探索發現,igdb_alias_or_localization,medium
Kirby and the Forgotten Land,星之卡比 探索发现,星之卡比探索发现,igdb_alias_or_localization,medium
Kirby and the Forgotten Land,Kirby en de Vergeten Wereld,kirbyendevergetenwereld,igdb_alias_or_localization,medium
Kirby and the Forgotten Land,星のカービィ ディスカバリー,星のカービィディスカバリー,igdb_alias_or_localization,medium
Kirby Star Allies,Kirby Star Allies,kirbystarallies,csv_source,high
Kirby Star Allies,星のカービィ　スターアライズ,星のカービィスターアライズ,igdb_alias_or_localization,high
Kirby Super Star,Kirby Super Star,kirbysuperstar,csv_source,high
Kirby Super Star,Kirby of the Stars Super Deluxe,kirbyofthestarssuperdeluxe,igdb_alias_or_localization,high
Kirby Super Star,Kirby Active,kirbyactive,igdb_alias_or_localization,high
Kirby Super Star,Hoshi no Kirby Super Deluxe,hoshinokirbysuperdeluxe,igdb_alias_or_localization,high
Kirby Super Star,星のカービィ スーパーデラックス,星のカービィスーパーデラックス,igdb_alias_or_localization,high
