rank,bgm_title,source_game_title,logical_game_name,existing_game_id,new_game_required,igdb_id,duplicate_status,confidence,notes
285,戦闘！トレーナー,ポケットモンスター ブラック・ホワイト,ポケットモンスター ブラック・ホワイト,97,false,1522|1521,not_duplicate,high,既存games/game_aliases完全一致。既存IGDB紐付けを維持
287,戦闘！ゲーチス,ポケットモンスター ブラック2・ホワイト2,ポケットモンスター ブラック2・ホワイト2,6,false,8284|8353,not_duplicate,high,既存games/game_aliases完全一致。既存IGDB紐付けを維持
288,Darkness of the Unknown,Kingdom Hearts II,Kingdom Hearts II,,true,1221,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
290,Pascal,NieR: Automata,NieR: Automata,,true,11208,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
292,Decisive Battle II,Octopath Traveler,Octopath Traveler,,true,26765,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
293,Song of Hope,Octopath Traveler II,Octopath Traveler II,,true,217554,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
294,Serpent Eating the Ground,Bravely Default,Bravely Default,,true,4700,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
296,Don't Worry,Xenoblade Chronicles X,Xenoblade Chronicles X,,true,2366,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
297,To One with Life,Monster Hunter 2,Monster Hunter 2,,true,43668,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
299,The Rain Formerly Known as Purple,Risk of Rain 2,Risk of Rain 2,,true,28512,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
300,We're Never Giving Up,Goddess of Victory: Nikke,Goddess of Victory: Nikke,,true,117199,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
301,I Am Astro Bot,ASTRO BOT,Astro Bot,,true,303811,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
303,Main Theme,Final Fantasy I,Final Fantasy,,true,385,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
304,Pokke Village Theme,Monster Hunter Freedom Unite,Monster Hunter Freedom Unite,,true,20427,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
305,Go Tell Aunt Rhody,Resident Evil 7 biohazard,Resident Evil 7: Biohazard,,true,19562,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
306,The Clocktower,Dead Cells,Dead Cells,,true,26855,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
307,Operation Pyrite,Arknights,Arknights,,true,123395,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
308,Crash Site,ASTRO BOT,Astro Bot,,true,303811,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
310,The Dalmasca Estersand,Final Fantasy XII,Final Fantasy XII,,true,398,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
311,Golden Mane / Rajang,Monster Hunter 4,Monster Hunter 4,,true,65676,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
312,Yearning for Dark Shadows,Resident Evil Village,Resident Evil Village,,true,55163,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
313,Panacea,Hyper Light Drifter,Hyper Light Drifter,,true,9806,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
314,Grand Battle,Fate/Grand Order,Fate/Grand Order,,true,24493,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
315,Papa Tree,ASTRO BOT,Astro Bot,,true,303811,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
317,Face My Fears,Kingdom Hearts III,Kingdom Hearts III,,true,2933,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
319,Remember,Armored Core: For Answer,Armored Core: For Answer,,true,5493,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
320,Strike the Earth!,Shovel Knight,Shovel Knight,,true,7444,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
321,New World Order,Granblue Fantasy,Granblue Fantasy,,true,13623,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
325,Mechanized Memories,Armored Core: Verdict Day,Armored Core: Verdict Day,,true,5494,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
326,Overdose,Katana ZERO,Katana Zero,,true,20150,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
331,Old Snake,Metal Gear Solid 4: Guns of the Patriots,Metal Gear Solid 4: Guns of the Patriots,,true,380,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
332,It's Pizza Time!,Pizza Tower,Pizza Tower,,true,135818,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
333,Burn My Soul,HEAVEN BURNS RED,Heaven Burns Red,,true,132099,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
334,Rainbow Road,Mario Kart 64,Mario Kart 64,,true,2342,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
335,Strange World,Dragon Quest VIII,Dragon Quest VIII: Journey of the Cursed King,,true,1819,not_duplicate,high,2004年PS2原作。3DS expanded game・mobile portとは分離
336,Opening Stage X,Mega Man X4,Mega Man X4,,true,1744,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
337,BB's Theme,Death Stranding,Death Stranding,,true,19564,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
339,Narwhal,Punishing: Gray Raven,Punishing: Gray Raven,,true,132185,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
340,Mute City,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe,,true,26764,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
341,Unwavering Courage,Dragon Quest XI,Dragon Quest XI: Echoes of an Elusive Age,,true,11667,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
342,The Next Door,Street Fighter IV,Street Fighter IV,,true,884,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
343,To the Wilder,Death Stranding 2: On the Beach,Death Stranding 2: On the Beach,,true,228530,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
344,The Scrybe of Magicks,Inscryption,Inscryption,,true,139090,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
345,Saving Light,Wuthering Waves,Wuthering Waves,,true,202956,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
347,Battle of Oblivion,Bravely Second: End Layer,Bravely Second: End Layer,,true,11256,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
348,Sonic Heroes,Sonic Heroes,Sonic Heroes,,true,4156,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
353,Breaking Free,NEO: The World Ends with You,NEO: The World Ends with You,,true,141192,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
355,Reign of the Septims,The Elder Scrolls IV: Oblivion,The Elder Scrolls IV: Oblivion,,true,59,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
356,You're Gonna Need a Bigger Ukulele,Risk of Rain 2,Risk of Rain 2,,true,28512,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
357,お願い！シンデレラ,THE IDOLM@STER CINDERELLA GIRLS,The Idolmaster: Cinderella Girls,,true,11702,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
358,Butter Building,Kirby's Adventure,Kirby's Adventure,,true,3717,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
359,Battle #5,SaGa Frontier,SaGa Frontier,,true,11310,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
361,Theme from San Andreas,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,,true,732,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
362,The Hand of the King,Dead Cells,Dead Cells,,true,26855,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
363,Returns,BanG Dream! Girls Band Party!,BanG Dream! Girls Band Party!,,true,80138,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
364,Ripple Star,Kirby 64: The Crystal Shards,Kirby 64: The Crystal Shards,,true,2713,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
365,Meridian Child,Trials of Mana,Trials of Mana (1995),,true,11227,not_duplicate,high,Meridian Childは1995年原作（Seiken Densetsu 3）収録。IGDB 119391の2020 remakeとは分離
366,Receive You Reborn,Yakuza Kiwami,Yakuza Kiwami,,true,12595,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
367,Welcome to Los Santos,Grand Theft Auto V,Grand Theft Auto V,,true,1020,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
368,The Midnight Wood,Hyper Light Drifter,Hyper Light Drifter,,true,9806,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
369,Snow halation,Love Live! School Idol Festival,Love Live! School Idol Festival,,true,36660,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
370,Sky Tower,Kirby's Return to Dream Land,Kirby's Return to Dream Land,,true,3725,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
371,Battle -Fierce Battle-,Shin Megami Tensei III: Nocturne,Shin Megami Tensei III: Nocturne,,true,336392,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
372,Destiny,Yakuza 6: The Song of Life,Yakuza 6: The Song of Life,,true,12527,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
373,Hazardous Environments,Half-Life 2,Half-Life 2,,true,233,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
374,The Schemer,Shovel Knight,Shovel Knight,,true,7444,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
375,Satellites,Goddess of Victory: Nikke,Goddess of Victory: Nikke,,true,117199,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
377,Battle B2,Shin Megami Tensei IV,Shin Megami Tensei IV,,true,6886,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
378,Receive You The Hyperactive,Yakuza: Like a Dragon,Yakuza: Like a Dragon,,true,36550,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
380,Blue Room,Katana ZERO,Katana Zero,,true,20150,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
381,Radiant,Arknights,Arknights,,true,123395,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
382,Pink Ball Activate!,Kirby: Planet Robobot,Kirby: Planet Robobot,,true,18221,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
383,"Battle -Humans, Demons, and...",Shin Megami Tensei V,Shin Megami Tensei V,,true,26775,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
385,The Last of Us Part II,The Last of Us Part II,The Last of Us Part II,,true,26192,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
386,The Death That I Deservioli,Pizza Tower,Pizza Tower,,true,135818,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
387,Dies Irae,Fate/Grand Order,Fate/Grand Order,,true,24493,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
388,The Star Conquering Traveler,Kirby Star Allies,Kirby Star Allies,,true,37137,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
389,Cloaca Maxima,Ys IX: Monstrum Nox,Ys IX: Monstrum Nox,,true,113431,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
391,A Son's Path,God of War Ragnarök,God of War Ragnarök,,true,112875,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
393,Paradise Lost,Granblue Fantasy,Granblue Fantasy,,true,13623,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
394,戦闘！野生ポケモン,ポケットモンスター X・Y,ポケットモンスター X・Y,98,false,2287|2286,not_duplicate,high,既存games/game_aliases完全一致。既存IGDB紐付けを維持
395,To Be Free,Ys X: Nordics,Ys X: Nordics,,true,229176,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
396,The Concept of Love,Jet Set Radio Future,Jet Set Radio Future,,true,1570,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
397,Aloy's Theme,Horizon Zero Dawn,Horizon Zero Dawn,,true,11156,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
398,Deathcard Cabin,Inscryption,Inscryption,,true,139090,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
400,戦闘！しまキング・しまクイーン,ポケットモンスター サン・ムーン,ポケットモンスター サン・ムーン,99,false,18099|18100,not_duplicate,high,既存games/game_aliases完全一致。既存IGDB紐付けを維持
401,The Decisive Collision,Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel,,true,13557,not_duplicate,high,2013年原作。II以降・Kai remasterとは分離
403,In the Flood,Horizon Forbidden West,Horizon Forbidden West,,true,112874,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
405,Before I Rise,HEAVEN BURNS RED,Heaven Burns Red,,true,132099,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
406,てんくうのとう,ポケモン不思議のダンジョン 青の救助隊・赤の救助隊,ポケモン不思議のダンジョン 青の救助隊・赤の救助隊,101,false,2319|2320,not_duplicate,high,既存games/game_aliases完全一致。既存IGDB紐付けを維持
407,Spiral of Erebos,Trails of Cold Steel III,The Legend of Heroes: Trails of Cold Steel III,,true,26564,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
408,Storm Rising,Tekken 8,Tekken 8,,true,217590,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
409,Main Theme,Ghost of Yōtei,Ghost of Yotei,,true,317627,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
410,Hikari,Punishing: Gray Raven,Punishing: Gray Raven,,true,132185,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
413,Majula,Dark Souls II,Dark Souls II,,true,2368,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
415,The Shorekeeper,Wuthering Waves,Wuthering Waves,,true,202956,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
416,Together We Ride,Fire Emblem: The Blazing Blade,Fire Emblem: The Blazing Blade,,true,1439,not_duplicate,high,IGDB 1439『Fire Emblem』の別名『The Blazing Blade』『Rekka no Ken』から確定
418,Beginning,Castlevania III: Dracula's Curse,Castlevania III: Dracula's Curse,,true,1119,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
419,Safe Room,Resident Evil 7 biohazard,Resident Evil 7: Biohazard,,true,19562,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
421,Life Returns,Fire Emblem: Path of Radiance,Fire Emblem: Path of Radiance,,true,1441,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
424,Village of Shadows,Resident Evil Village,Resident Evil Village,,true,55163,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
425,Tulip,THE IDOLM@STER CINDERELLA GIRLS,The Idolmaster: Cinderella Girls,,true,11702,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
426,Eternal Bond,Fire Emblem: Radiant Dawn,Fire Emblem: Radiant Dawn,,true,1442,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
427,True Will,Tales of Berseria,Tales of Berseria,,true,18812,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
428,Ancient Rhythm,Monster Hunter 2,Monster Hunter 2,,true,43668,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
429,Someone is Always Moving on the Surface,Armored Core: For Answer,Armored Core: For Answer,,true,5493,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
430,FIRE BIRD,BanG Dream! Girls Band Party!,BanG Dream! Girls Band Party!,,true,80138,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
431,"Bright, Bold Sandstorm",Fire Emblem Engage,Fire Emblem Engage,,true,217550,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
432,Flame of Hope,Tales of Arise,Tales of Arise,,true,119270,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
433,The Roar of the Spark / Zinogre,Monster Hunter Freedom Unite,Monster Hunter Freedom Unite,,true,20427,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
434,Day After Day,Armored Core: Verdict Day,Armored Core: Verdict Day,,true,5494,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
435,僕らは今のなかで,Love Live! School Idol Festival,Love Live! School Idol Festival,,true,36660,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
437,Hometown Island,Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier Ryza: Ever Darkness & the Secret Hideout,,true,119061,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
438,A Thousand Shining Blades / Dalamadur,Monster Hunter 4,Monster Hunter 4,,true,65676,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
439,Love Theme,Metal Gear Solid 4: Guns of the Patriots,Metal Gear Solid 4: Guns of the Patriots,,true,380,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
441,Iris,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,,true,314943,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
443,Don't Be So Serious,Death Stranding,Death Stranding,,true,19564,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
445,Black Tar,Xenoblade Chronicles X,Xenoblade Chronicles X,,true,2366,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
447,Horizon Dreamer,Death Stranding 2: On the Beach,Death Stranding 2: On the Beach,,true,228530,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
449,Battle,Final Fantasy I,Final Fantasy,,true,385,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
452,Title Theme,Animal Crossing,Animal Crossing,,true,2655,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
453,Battle for Freedom,Final Fantasy XII,Final Fantasy XII,,true,398,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
454,Storm Owl Stage,Mega Man X4,Mega Man X4,,true,1744,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
455,7 PM,Animal Crossing: New Leaf,Animal Crossing: New Leaf,,true,2687,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
456,Scala ad Caelum,Kingdom Hearts III,Kingdom Hearts III,,true,2933,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
457,Theme of C. Viper,Street Fighter IV,Street Fighter IV,,true,884,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
458,2 AM,Animal Crossing: New Horizons,Animal Crossing: New Horizons,,true,109462,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
460,What I'm Made Of...,Sonic Heroes,Sonic Heroes,,true,4156,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
461,Mute City,F-Zero GX,F-Zero GX,,true,3492,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
464,War Cry,Dragon Quest VIII,Dragon Quest VIII: Journey of the Cursed King,,true,1819,not_duplicate,high,2004年PS2原作。3DS expanded game・mobile portとは分離
466,Hero's Challenge,Dragon Quest XI,Dragon Quest XI: Echoes of an Elusive Age,,true,11667,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
468,The Ones Who Gather Stars in the Night,Bravely Second: End Layer,Bravely Second: End Layer,,true,11256,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
472,Koopa Troopa Beach,Mario Kart 64,Mario Kart 64,,true,2342,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
473,Mount Wario,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe,,true,26764,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
476,Nightmare Wizard,Kirby's Adventure,Kirby's Adventure,,true,3717,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
477,Miracle Matter,Kirby 64: The Crystal Shards,Kirby 64: The Crystal Shards,,true,2713,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
478,Another Dimension,Kirby's Return to Dream Land,Kirby's Return to Dream Land,,true,3725,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
479,The World to Win,Kirby: Triple Deluxe,Kirby: Triple Deluxe,,true,5440,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
480,VS. Star Dream Soul OS,Kirby: Planet Robobot,Kirby: Planet Robobot,,true,18221,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
481,Void Termina Battle,Kirby Star Allies,Kirby Star Allies,,true,37137,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
482,戦闘！トレーナー,ポケットモンスター X・Y,ポケットモンスター X・Y,98,false,2287|2286,not_duplicate,high,既存games/game_aliases完全一致。既存IGDB紐付けを維持
485,Battle for the Dream,Yakuza 5,Yakuza 5,,true,2063,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
486,Lost Princess,Princess Connect! Re:Dive,Princess Connect! Re:Dive,,true,22791,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
490,Connecting Happy!!,Princess Connect! Re:Dive,Princess Connect! Re:Dive,,true,22791,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
491,Determination,Fire Emblem: The Sacred Stones,Fire Emblem: The Sacred Stones,,true,1440,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
492,"Somewhen, Somewhere...",Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2: Lost Legends & the Secret Fairy,,true,136414,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
494,Cliffhanger,Atelier Sophie: The Alchemist of the Mysterious Book,Atelier Sophie: The Alchemist of the Mysterious Book,,true,12633,not_duplicate,high,IGDB正式名・別名の完全一致候補が1件
